Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
191230509,79,19052145,Medical Incident,2019-05-03,2019-05-02,05/03/2019 06:50:54 AM,05/03/2019 06:53:05 AM,05/03/2019 06:53:56 AM,05/03/2019 06:54:23 AM,05/03/2019 07:13:30 AM,05/03/2019 07:46:34 AM,05/03/2019 07:48:55 AM,Code 3 Transport,05/03/2019 08:35:48 AM,100 Block of ALICE B TOKLAS PL,San Francisco,94109,B04,03,3116,2,2,2,true,Non Life-threatening,1,MEDIC,2,4,6,Tenderloin,POINT (-122.42041678594724 37.7852785985572),191230509-79
191230509,E03,19052145,Medical Incident,2019-05-03,2019-05-02,05/03/2019 06:50:54 AM,05/03/2019 06:53:05 AM,05/03/2019 06:53:56 AM,05/03/2019 06:56:00 AM,05/03/2019 07:10:15 AM,null,null,Code 3 Transport,05/03/2019 07:28:27 AM,100 Block of ALICE B TOKLAS PL,San Francisco,94109,B04,03,3116,2,2,2,true,Non Life-threatening,1,ENGINE,1,4,6,Tenderloin,POINT (-122.42041678594724 37.7852785985572),191230509-E03
191230513,72,19052146,Traffic Collision,2019-05-03,2019-05-02,05/03/2019 06:53:30 AM,05/03/2019 06:54:01 AM,05/03/2019 06:58:28 AM,05/03/2019 06:58:28 AM,05/03/2019 07:05:38 AM,05/03/2019 07:13:10 AM,05/03/2019 07:27:27 AM,Code 2 Transport,05/03/2019 08:26:54 AM,2ND ST/TOWNSEND ST,San Francisco,94107,B03,08,2153,3,3,3,false,Potentially Life-Threatening,1,MEDIC,2,3,6,Mission Bay,POINT (-122.39052723470893 37.7806067563614),191230513-72
191230513,94,19052146,Traffic Collision,2019-05-03,2019-05-02,05/03/2019 06:53:30 AM,05/03/2019 06:54:01 AM,05/03/2019 06:54:41 AM,05/03/2019 06:55:46 AM,null,null,null,Code 2 Transport,05/03/2019 06:58:28 AM,2ND ST/TOWNSEND ST,San Francisco,94107,B03,08,2153,3,3,3,false,Potentially Life-Threatening,1,MEDIC,3,3,6,Mission Bay,POINT (-122.39052723470893 37.7806067563614),191230513-94
191230513,E08,19052146,Traffic Collision,2019-05-03,2019-05-02,05/03/2019 06:53:30 AM,05/03/2019 06:54:01 AM,05/03/2019 06:54:41 AM,05/03/2019 06:56:00 AM,05/03/2019 06:59:43 AM,null,null,Code 2 Transport,05/03/2019 07:08:55 AM,2ND ST/TOWNSEND ST,San Francisco,94107,B03,08,2153,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Mission Bay,POINT (-122.39052723470893 37.7806067563614),191230513-E08
172850318,E16,17119828,Medical Incident,2017-10-12,2017-10-11,10/12/2017 04:40:53 AM,10/12/2017 04:43:21 AM,10/12/2017 04:45:47 AM,null,null,null,null,Code 2 Transport,10/12/2017 04:48:20 AM,3200 Block of BAKER ST,San Francisco,94123,B04,51,4315,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,4,2,Marina,POINT (-122.446507731772 37.800943723962),172850318-E16
172850298,AM20,17119825,Medical Incident,2017-10-12,2017-10-11,10/12/2017 04:20:44 AM,10/12/2017 04:20:44 AM,10/12/2017 04:23:04 AM,10/12/2017 04:25:05 AM,null,null,null,Patient Declined Transport,10/12/2017 04:25:34 AM,18TH ST/HAMPSHIRE ST,San Francisco,94110,B10,07,5427,2,2,2,false,Non Life-threatening,1,PRIVATE,2,2,10,Potrero Hill,POINT (-122.40818656506 37.761875732259),172850298-AM20
172850318,E51,17119828,Medical Incident,2017-10-12,2017-10-11,10/12/2017 04:40:53 AM,10/12/2017 04:43:21 AM,10/12/2017 04:45:47 AM,10/12/2017 04:48:39 AM,10/12/2017 04:51:20 AM,null,null,Code 2 Transport,10/12/2017 04:59:11 AM,3200 Block of BAKER ST,San Francisco,94123,B04,51,4315,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,POINT (-122.446507731772 37.800943723962),172850318-E51
172850363,T02,17119838,Structure Fire,2017-10-12,2017-10-11,10/12/2017 05:37:11 AM,10/12/2017 05:37:11 AM,10/12/2017 05:37:40 AM,10/12/2017 05:40:24 AM,null,null,null,Fire,10/12/2017 05:41:45 AM,POLK ST/UNION ST,San Francisco,94109,B04,41,3131,3,3,3,false,Alarm,1,TRUCK,2,4,3,Russian Hill,POINT (-122.422336952094 37.798761579094),172850363-T02
172850316,KM03,17119827,Medical Incident,2017-10-12,2017-10-11,10/12/2017 04:42:10 AM,10/12/2017 04:42:10 AM,10/12/2017 04:42:25 AM,10/12/2017 04:44:22 AM,10/12/2017 04:44:22 AM,10/12/2017 05:19:16 AM,null,Code 2 Transport,10/12/2017 05:19:19 AM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,B,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,2,6,Tenderloin,POINT (-122.415072980803 37.783673952357),172850316-KM03
172850325,KM07,17119829,Medical Incident,2017-10-12,2017-10-11,10/12/2017 04:51:30 AM,10/12/2017 04:51:30 AM,10/12/2017 04:52:34 AM,10/12/2017 04:54:48 AM,10/12/2017 05:08:16 AM,10/12/2017 05:15:12 AM,10/12/2017 05:32:27 AM,Code 2 Transport,10/12/2017 06:14:20 AM,600 Block of TOWNSEND ST,San Francisco,94103,B03,29,2275,C,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,POINT (-122.402816011063 37.770978935735),172850325-KM07
172850316,E03,17119827,Medical Incident,2017-10-12,2017-10-11,10/12/2017 04:42:10 AM,10/12/2017 04:42:10 AM,10/12/2017 04:42:25 AM,10/12/2017 04:43:55 AM,10/12/2017 04:47:08 AM,null,null,Code 2 Transport,10/12/2017 04:49:13 AM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,B,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,POINT (-122.415072980803 37.783673952357),172850316-E03
172850298,53,17119825,Medical Incident,2017-10-12,2017-10-11,10/12/2017 04:20:44 AM,10/12/2017 04:20:44 AM,10/12/2017 04:25:39 AM,10/12/2017 04:25:56 AM,10/12/2017 04:37:33 AM,null,null,Patient Declined Transport,10/12/2017 04:54:54 AM,18TH ST/HAMPSHIRE ST,San Francisco,94110,B10,07,5427,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,10,Potrero Hill,POINT (-122.40818656506 37.761875732259),172850298-53
172850318,AM20,17119828,Medical Incident,2017-10-12,2017-10-11,10/12/2017 04:40:53 AM,10/12/2017 04:43:21 AM,10/12/2017 04:45:47 AM,10/12/2017 04:49:12 AM,10/12/2017 05:03:50 AM,10/12/2017 05:03:58 AM,10/12/2017 05:19:27 AM,Code 2 Transport,10/12/2017 05:36:45 AM,3200 Block of BAKER ST,San Francisco,94123,B04,51,4315,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,2,Marina,POINT (-122.446507731772 37.800943723962),172850318-AM20
170111335,B04,17005069,Alarms,2017-01-11,2017-01-11,01/11/2017 10:52:26 AM,01/11/2017 10:54:22 AM,01/11/2017 10:54:31 AM,01/11/2017 10:54:39 AM,01/11/2017 11:01:51 AM,null,null,Fire,01/11/2017 11:04:43 AM,0 Block of LINCOLN BL,Presidio,94129,B99,51,4612,3,3,3,false,Alarm,1,CHIEF,2,7,2,Presidio,POINT (-122.452860670413 37.799555406697),170111335-B04
163450203,B04,16137707,Alarms,2016-12-10,2016-12-09,12/10/2016 01:10:27 AM,12/10/2016 01:11:52 AM,12/10/2016 01:12:25 AM,12/10/2016 01:14:21 AM,12/10/2016 01:19:09 AM,null,null,Fire,12/10/2016 01:20:25 AM,0 Block of CASA WAY,San Francisco,94123,B04,16,3563,3,3,3,false,Alarm,1,CHIEF,2,4,2,Marina,POINT (-122.439120724665 37.805586821591),163450203-B04
163571119,T04,16143065,Alarms,2016-12-22,2016-12-22,12/22/2016 09:41:44 AM,12/22/2016 09:43:44 AM,12/22/2016 09:43:57 AM,null,null,null,null,Fire,12/22/2016 09:44:39 AM,400 Block of 23RD ST,San Francisco,94107,B10,25,2731,3,3,3,false,Alarm,1,TRUCK,3,10,10,Potrero Hill,POINT (-122.384993438991 37.755520150288),163571119-T04
163570631,B04,16143023,Alarms,2016-12-22,2016-12-21,12/22/2016 07:32:29 AM,12/22/2016 07:33:38 AM,12/22/2016 07:34:27 AM,12/22/2016 07:35:50 AM,null,null,null,Fire,12/22/2016 07:42:22 AM,600 Block of MASON ST,Presidio,94108,B99,51,4614,3,3,3,false,Alarm,1,CHIEF,2,1,3,Nob Hill,POINT (-122.410406163763 37.789475099594),163570631-B04
163490510,AP,16139620,Other,2016-12-14,2016-12-13,12/14/2016 06:20:45 AM,12/14/2016 06:20:45 AM,12/14/2016 06:20:45 AM,12/14/2016 06:20:45 AM,12/14/2016 06:20:45 AM,null,null,Fire,12/14/2016 06:21:43 AM,CALL BOX: SF INTERNATIONAL AIRPORT,null,null,B99,44,6913,3,3,3,false,Alarm,1,AIRPORT,1,None,None,None,POINT (-122.384094238098 37.616882323925),163490510-AP
170340780,B03,17014684,Alarms,2017-02-03,2017-02-02,02/03/2017 07:56:15 AM,02/03/2017 07:57:50 AM,02/03/2017 07:58:59 AM,02/03/2017 07:59:52 AM,null,null,null,Fire,02/03/2017 08:03:46 AM,700 Block of PACIFIC AVE,San Francisco,94133,B01,02,1332,3,3,3,false,Alarm,1,CHIEF,3,1,3,Chinatown,POINT (-122.408035995184 37.796808263751),170340780-B03
170340449,B05,17014644,Alarms,2017-02-03,2017-02-02,02/03/2017 04:46:38 AM,02/03/2017 04:48:48 AM,02/03/2017 04:49:05 AM,02/03/2017 04:51:23 AM,02/03/2017 04:56:17 AM,null,null,Fire,02/03/2017 05:25:23 AM,0 Block of HUGO ST,San Francisco,94122,B05,12,7321,3,3,3,false,Alarm,1,CHIEF,3,5,5,Inner Sunset,POINT (-122.458322188675 37.765384079495),170340449-B05
170213086,B03,17009523,Alarms,2017-01-21,2017-01-21,01/21/2017 08:02:44 PM,01/21/2017 08:04:17 PM,01/21/2017 08:05:52 PM,01/21/2017 08:07:16 PM,01/21/2017 08:09:38 PM,null,null,Fire,01/21/2017 08:25:42 PM,1200 Block of 4TH ST,San Francisco,94158,B03,04,2231,3,3,3,false,Alarm,1,CHIEF,3,3,6,Mission Bay,POINT (-122.39139788956 37.772359928357),170213086-B03
170191681,B06,17008529,Alarms,2017-01-19,2017-01-19,01/19/2017 12:12:36 PM,01/19/2017 12:15:07 PM,01/19/2017 12:15:34 PM,01/19/2017 12:16:12 PM,null,null,null,Fire,01/19/2017 12:30:05 PM,400 Block of ALVARADO ST,San Francisco,94114,B06,11,5514,3,3,3,false,Alarm,1,CHIEF,2,6,8,Noe Valley,POINT (-122.430987101721 37.753835325579),170191681-B06
170250378,B04,17010904,Structure Fire,2017-01-25,2017-01-24,01/25/2017 04:28:01 AM,01/25/2017 04:28:01 AM,01/25/2017 04:28:07 AM,01/25/2017 04:31:13 AM,null,null,null,Fire,01/25/2017 04:31:47 AM,HYDE ST/PINE ST,San Francisco,94109,B04,41,1562,3,3,3,false,Alarm,1,CHIEF,3,4,3,Nob Hill,POINT (-122.417204800959 37.790045140424),170250378-B04
170233764,B05,17010387,Alarms,2017-01-23,2017-01-23,01/23/2017 11:27:36 PM,01/23/2017 11:28:50 PM,01/23/2017 11:29:38 PM,null,null,null,null,Fire,01/23/2017 11:32:15 PM,2600 Block of LOMBARD ST,San Francisco,94123,B04,16,4223,3,3,3,false,Alarm,1,CHIEF,4,4,2,Marina,POINT (-122.445370366641 37.798647873678),170233764-B05
170183602,T08,17008319,Structure Fire,2017-01-18,2017-01-18,01/18/2017 10:14:33 PM,01/18/2017 10:17:44 PM,01/18/2017 10:18:02 PM,01/18/2017 10:20:05 PM,null,null,null,Fire,01/18/2017 10:34:07 PM,1100 Block of 4TH ST,San Francisco,94158,B03,04,2226,3,3,3,false,Alarm,1,TRUCK,9,3,6,Mission Bay,POINT (-122.391440590007 37.773911066498),170183602-T08
172850331,T13,17119832,Other,2017-10-12,2017-10-11,10/12/2017 04:58:14 AM,10/12/2017 04:58:14 AM,10/12/2017 04:58:22 AM,10/12/2017 05:00:51 AM,10/12/2017 05:02:57 AM,null,null,Fire,10/12/2017 05:10:25 AM,200 Block of COLUMBUS AVE,San Francisco,94133,B01,13,1246,B,3,3,true,Alarm,1,TRUCK,1,1,3,North Beach,POINT (-122.405824166189 37.797353079888),172850331-T13
172850337,95,17119833,Medical Incident,2017-10-12,2017-10-11,10/12/2017 05:04:45 AM,10/12/2017 05:05:40 AM,10/12/2017 05:06:11 AM,10/12/2017 05:06:20 AM,null,null,null,Code 3 Transport,10/12/2017 05:08:07 AM,300 Block of BYXBEE ST,San Francisco,94132,B09,19,8436,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,9,11,Oceanview/Merced/Ingleside,POINT (-122.469933656977 37.720647301361),172850337-95
172850329,E03,17119831,Outside Fire,2017-10-12,2017-10-11,10/12/2017 04:53:51 AM,10/12/2017 04:55:23 AM,10/12/2017 04:55:57 AM,10/12/2017 04:56:58 AM,null,null,null,Fire,10/12/2017 05:05:46 AM,MASON ST/GEARY ST,San Francisco,94102,B01,03,1411,3,3,3,true,Fire,1,ENGINE,1,1,3,Tenderloin,POINT (-122.409874017562 37.787149142759),172850329-E03
172850337,AM24,17119833,Medical Incident,2017-10-12,2017-10-11,10/12/2017 05:04:45 AM,10/12/2017 05:05:40 AM,10/12/2017 05:07:39 AM,10/12/2017 05:07:39 AM,10/12/2017 05:43:23 AM,10/12/2017 05:43:28 AM,10/12/2017 05:55:53 AM,Code 3 Transport,10/12/2017 06:34:07 AM,300 Block of BYXBEE ST,San Francisco,94132,B09,19,8436,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,11,Oceanview/Merced/Ingleside,POINT (-122.469933656977 37.720647301361),172850337-AM24
172850339,E17,17119834,Medical Incident,2017-10-12,2017-10-11,10/12/2017 05:04:35 AM,10/12/2017 05:07:39 AM,10/12/2017 05:09:07 AM,10/12/2017 05:11:27 AM,10/12/2017 05:13:58 AM,null,null,Code 2 Transport,10/12/2017 05:19:46 AM,5500 Block of 3RD ST,San Francisco,94124,B10,17,6537,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,POINT (-122.393270734468 37.727318030884),172850339-E17
172850359,E03,17119837,Medical Incident,2017-10-12,2017-10-11,10/12/2017 05:30:32 AM,10/12/2017 05:31:07 AM,10/12/2017 05:31:36 AM,10/12/2017 05:33:17 AM,10/12/2017 05:35:49 AM,null,null,Code 2 Transport,10/12/2017 05:38:25 AM,800 Block of ELLIS ST,San Francisco,94109,B02,03,3115,3,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,POINT (-122.420175524645 37.783872357642),172850359-E03
172850337,E19,17119833,Medical Incident,2017-10-12,2017-10-11,10/12/2017 05:04:45 AM,10/12/2017 05:05:40 AM,10/12/2017 05:06:11 AM,10/12/2017 05:08:04 AM,10/12/2017 05:12:12 AM,null,null,Code 3 Transport,10/12/2017 05:34:39 AM,300 Block of BYXBEE ST,San Francisco,94132,B09,19,8436,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,POINT (-122.469933656977 37.720647301361),172850337-E19
172850359,KM03,17119837,Medical Incident,2017-10-12,2017-10-11,10/12/2017 05:30:32 AM,10/12/2017 05:31:07 AM,10/12/2017 05:31:36 AM,10/12/2017 05:32:32 AM,10/12/2017 05:36:12 AM,10/12/2017 05:44:04 AM,null,Code 2 Transport,10/12/2017 06:31:45 AM,800 Block of ELLIS ST,San Francisco,94109,B02,03,3115,3,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,POINT (-122.420175524645 37.783872357642),172850359-KM03
171180947,AP,17050174,Other,2017-04-28,2017-04-28,04/28/2017 09:21:22 AM,04/28/2017 09:21:22 AM,04/28/2017 09:21:22 AM,04/28/2017 09:21:22 AM,04/28/2017 09:21:22 AM,null,null,Fire,04/28/2017 09:21:22 AM,CALL BOX: SF INTERNATIONAL AIRPORT,null,null,B09,44,6913,3,3,3,false,Alarm,1,AIRPORT,1,None,None,None,POINT (-122.384094238098 37.616882323925),171180947-AP
171190596,B09,17050587,Alarms,2017-04-29,2017-04-28,04/29/2017 06:07:16 AM,04/29/2017 06:08:20 AM,04/29/2017 06:08:47 AM,04/29/2017 06:10:43 AM,null,null,null,Fire,04/29/2017 06:11:35 AM,700 Block of MORSE ST,San Francisco,94112,B09,33,0621,3,3,3,false,Alarm,1,CHIEF,2,9,11,Excelsior,POINT (-122.447229001928 37.710608063876),171190596-B09
180340343,95,18014294,Medical Incident,2018-02-03,2018-02-02,02/03/2018 02:35:27 AM,02/03/2018 02:35:27 AM,02/03/2018 02:35:51 AM,02/03/2018 02:36:01 AM,02/03/2018 02:44:53 AM,02/03/2018 03:03:16 AM,02/03/2018 03:17:19 AM,Code 2 Transport,02/03/2018 03:56:40 AM,500 Block of DELANCEY ST,San Francisco,94107,B03,35,2134,B,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,POINT (-122.391012478783 37.784611768054),180340343-95
180340384,57,18014297,Medical Incident,2018-02-03,2018-02-02,02/03/2018 02:58:27 AM,02/03/2018 02:58:57 AM,02/03/2018 02:59:20 AM,02/03/2018 02:59:24 AM,02/03/2018 03:09:44 AM,02/03/2018 03:11:36 AM,02/03/2018 03:34:16 AM,Code 2 Transport,02/03/2018 03:55:29 AM,SICKLES AV/MISSION ST,San Francisco,94112,B09,33,6213,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Outer Mission,POINT (-122.452664722246 37.708806338331),180340384-57
180340455,85,18014312,Medical Incident,2018-02-03,2018-02-02,02/03/2018 03:45:57 AM,02/03/2018 03:47:13 AM,02/03/2018 03:47:35 AM,02/03/2018 03:47:48 AM,02/03/2018 03:53:07 AM,02/03/2018 04:25:32 AM,02/03/2018 04:43:24 AM,Code 2 Transport,02/03/2018 05:14:55 AM,100 Block of CAINE AVE,San Francisco,94112,B09,33,8325,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,POINT (-122.451744181527 37.715748152361),180340455-85
180340460,52,18014314,Medical Incident,2018-02-03,2018-02-02,02/03/2018 03:44:11 AM,02/03/2018 03:50:19 AM,02/03/2018 03:53:04 AM,02/03/2018 03:53:18 AM,02/03/2018 04:00:17 AM,02/03/2018 04:16:27 AM,02/03/2018 04:27:34 AM,Code 2 Transport,02/03/2018 04:54:50 AM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,POINT (-122.39998111124 37.777624238929),180340460-52
180340528,61,18014324,Medical Incident,2018-02-03,2018-02-02,02/03/2018 04:51:22 AM,02/03/2018 04:52:40 AM,02/03/2018 04:54:07 AM,02/03/2018 04:54:16 AM,02/03/2018 04:58:33 AM,02/03/2018 05:07:21 AM,02/03/2018 05:21:49 AM,Code 2 Transport,02/03/2018 05:51:09 AM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,POINT (-122.39998111124 37.777624238929),180340528-61
180340542,62,18014326,Medical Incident,2018-02-03,2018-02-02,02/03/2018 05:02:47 AM,02/03/2018 05:03:31 AM,02/03/2018 05:04:07 AM,02/03/2018 05:04:13 AM,02/03/2018 05:09:35 AM,02/03/2018 05:37:34 AM,02/03/2018 05:47:55 AM,Code 2 Transport,02/03/2018 06:18:59 AM,1200 Block of VAN NESS AVE,San Francisco,94109,B04,03,3161,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,3,Nob Hill,POINT (-122.421441956086 37.786851647109),180340542-62
180340561,87,18014329,Medical Incident,2018-02-03,2018-02-02,02/03/2018 05:26:33 AM,02/03/2018 05:28:01 AM,02/03/2018 05:30:44 AM,02/03/2018 05:30:50 AM,02/03/2018 05:40:04 AM,02/03/2018 05:56:51 AM,02/03/2018 06:05:06 AM,Code 2 Transport,02/03/2018 06:30:27 AM,1000 Block of MARKET ST,San Francisco,94102,B03,01,1454,3,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,POINT (-122.411058175414 37.781761594075),180340561-87
180340651,89,18014336,Medical Incident,2018-02-03,2018-02-02,02/03/2018 06:51:10 AM,02/03/2018 06:53:15 AM,02/03/2018 06:53:56 AM,02/03/2018 06:54:06 AM,02/03/2018 07:04:56 AM,02/03/2018 07:27:41 AM,02/03/2018 07:28:35 AM,Code 2 Transport,02/03/2018 07:57:15 AM,2300 Block of BUCHANAN ST,San Francisco,94115,B04,38,3436,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,2,Pacific Heights,POINT (-122.43107146433 37.791560279396),180340651-89
180340682,86,18014340,Medical Incident,2018-02-03,2018-02-02,02/03/2018 07:08:23 AM,02/03/2018 07:09:06 AM,02/03/2018 07:09:30 AM,02/03/2018 07:09:34 AM,02/03/2018 07:12:38 AM,02/03/2018 07:39:46 AM,02/03/2018 07:42:34 AM,Code 3 Transport,02/03/2018 08:27:23 AM,3400 Block of GEARY BLVD,San Francisco,94118,B07,10,4452,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,2,Presidio Heights,POINT (-122.455926664711 37.781527364669),180340682-86
180340712,78,18014344,Medical Incident,2018-02-03,2018-02-02,02/03/2018 07:22:27 AM,02/03/2018 07:22:49 AM,02/03/2018 07:23:06 AM,02/03/2018 07:23:44 AM,02/03/2018 07:31:51 AM,02/03/2018 07:48:16 AM,02/03/2018 08:12:54 AM,Code 2 Transport,02/03/2018 08:44:14 AM,900 Block of GEARY ST,San Francisco,94109,B04,03,3116,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,6,Tenderloin,POINT (-122.418924278325 37.78605121913),180340712-78
180340715,87,18014345,Medical Incident,2018-02-03,2018-02-02,02/03/2018 07:21:46 AM,02/03/2018 07:24:04 AM,02/03/2018 07:24:33 AM,02/03/2018 07:25:28 AM,02/03/2018 07:35:37 AM,02/03/2018 07:57:32 AM,02/03/2018 08:07:34 AM,Code 2 Transport,02/03/2018 08:39:15 AM,3300 Block of MISSION ST,San Francisco,94110,B06,11,5625,2,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Bernal Heights,POINT (-122.421128029505 37.743555054226),180340715-87
180340728,50,18014346,Medical Incident,2018-02-03,2018-02-02,02/03/2018 07:29:24 AM,02/03/2018 07:29:24 AM,02/03/2018 07:30:09 AM,02/03/2018 07:30:32 AM,02/03/2018 07:49:38 AM,02/03/2018 08:17:33 AM,02/03/2018 08:33:51 AM,Code 2 Transport,02/03/2018 09:23:01 AM,1700 Block of STEINER ST,San Francisco,94115,B04,05,3622,B,2,2,true,Non Life-threatening,1,MEDIC,1,4,5,Japantown,POINT (-122.434892168522 37.785401441104),180340728-50
180340751,85,18014348,Medical Incident,2018-02-03,2018-02-02,02/03/2018 07:40:07 AM,02/03/2018 07:40:07 AM,02/03/2018 07:40:50 AM,02/03/2018 07:40:54 AM,02/03/2018 07:46:38 AM,02/03/2018 08:06:27 AM,02/03/2018 08:17:53 AM,Code 2 Transport,02/03/2018 08:52:27 AM,1000 Block of NORTH POINT ST,San Francisco,94109,B04,28,3143,A,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,2,Russian Hill,POINT (-122.424487781781 37.805236679426),180340751-85
180340810,64,18014354,Medical Incident,2018-02-03,2018-02-02,02/03/2018 07:59:29 AM,02/03/2018 08:01:29 AM,02/03/2018 08:02:32 AM,02/03/2018 08:02:40 AM,02/03/2018 08:10:45 AM,02/03/2018 08:31:58 AM,02/03/2018 08:50:50 AM,Code 2 Transport,02/03/2018 09:28:14 AM,BROTHERHOOD WY/LAKE MERCED BL,San Francisco,94132,B08,19,8775,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Lakeshore,POINT (-122.485228934867 37.714694513755),180340810-64
180340820,84,18014355,Medical Incident,2018-02-03,2018-02-03,02/03/2018 08:04:30 AM,02/03/2018 08:04:57 AM,02/03/2018 08:05:15 AM,02/03/2018 08:05:18 AM,02/03/2018 08:07:56 AM,02/03/2018 08:27:08 AM,02/03/2018 08:29:26 AM,Code 3 Transport,02/03/2018 09:14:40 AM,700 Block of GOLDEN GATE AVE,San Francisco,94102,B02,05,0326,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,5,Western Addition,POINT (-122.422897924418 37.780662104249),180340820-84
180340831,61,18014357,Medical Incident,2018-02-03,2018-02-03,02/03/2018 08:07:21 AM,02/03/2018 08:09:09 AM,02/03/2018 08:09:29 AM,02/03/2018 08:09:35 AM,02/03/2018 08:21:46 AM,02/03/2018 08:27:14 AM,02/03/2018 08:50:35 AM,Code 2 Transport,02/03/2018 09:26:32 AM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,POINT (-122.39998111124 37.777624238929),180340831-61
180340845,60,18014361,Medical Incident,2018-02-03,2018-02-03,02/03/2018 08:11:06 AM,02/03/2018 08:13:06 AM,02/03/2018 08:14:05 AM,02/03/2018 08:14:12 AM,02/03/2018 08:25:44 AM,02/03/2018 08:37:37 AM,02/03/2018 08:49:56 AM,Code 3 Transport,02/03/2018 09:11:22 AM,1100 Block of MASON CT,Treasure Isla,94130,B03,48,2931,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,None,6,Treasure Island,POINT (-122.377606374892 37.828402953843),180340845-60
180340865,89,18014363,Medical Incident,2018-02-03,2018-02-03,02/03/2018 08:18:43 AM,02/03/2018 08:19:34 AM,02/03/2018 08:20:33 AM,02/03/2018 08:20:37 AM,02/03/2018 08:25:54 AM,02/03/2018 08:45:40 AM,02/03/2018 08:50:20 AM,Code 3 Transport,02/03/2018 09:24:04 AM,1600 Block of 19TH AVE,San Francisco,94122,B08,40,7422,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,POINT (-122.476758437009 37.757033729655),180340865-89
180340879,62,18014364,Medical Incident,2018-02-03,2018-02-03,02/03/2018 08:21:47 AM,02/03/2018 08:24:55 AM,02/03/2018 08:25:11 AM,02/03/2018 08:27:40 AM,02/03/2018 08:32:22 AM,02/03/2018 08:54:09 AM,02/03/2018 09:11:28 AM,Code 2 Transport,02/03/2018 09:45:38 AM,100 Block of WAWONA ST,San Francisco,94127,B08,39,8612,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,West of Twin Peaks,POINT (-122.467334248696 37.74068095314),180340879-62
180340963,86,18014369,Medical Incident,2018-02-03,2018-02-03,02/03/2018 08:48:38 AM,02/03/2018 08:51:38 AM,02/03/2018 08:52:10 AM,02/03/2018 08:52:17 AM,02/03/2018 08:57:36 AM,02/03/2018 09:17:34 AM,02/03/2018 09:20:53 AM,Code 3 Transport,02/03/2018 09:52:58 AM,400 Block of OFARRELL ST,San Francisco,94102,B01,03,1452,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Tenderloin,POINT (-122.411725719434 37.785890331228),180340963-86
